parasha	lev_range_approx	sifra	tractate	daf	talmud_full	connection
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 3 3	Menachot	83a	Menachot 83a:10	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 3 6	Nazir	37b	Nazir 37b:8-9	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 3 6	Pesachim	45a	Pesachim 45a:2-3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 3 6	Rosh Hashanah	9b	Rosh Hashanah 9b:2	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 3 4	Zevachim	11a	Zevachim 11a:13	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 3 6	Zevachim	97b	Zevachim 97b:1-2	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 3 3	Zevachim	98a	Zevachim 98a:8	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Mechilta d'Miluim 1 37	Yoma	2a	Yoma 2a:1	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Mechilta d'Miluim 1 37	Yoma	4a	Yoma 4a:6	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 4 5	Bava Kamma	81b	Bava Kamma 81b:22	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 4 6	Menachot	50b	Menachot 50b:18	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 4 1	Menachot	51a	Menachot 51a:2-4	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 4 5	Menachot	51a	Menachot 51a:10-11	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 4 5	Nazir	37b	Nazir 37b:8	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 4 5	Pesachim	45a	Pesachim 45a:2	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 4 5	Pesachim	73b	Pesachim 73b:12	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 4 5	Rosh Hashanah	9b	Rosh Hashanah 9b:2	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 4 5	Yoma	44b	Yoma 44b:13	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 4 3	Zevachim	52b	Zevachim 52b:2-3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 4 5	Zevachim	97a	Zevachim 97a:21-97b:3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 5 5	Avodah Zarah	47b	Avodah Zarah 47b:11	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 5 5	Eruvin	71a	Eruvin 71a:4-5	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 5 5	Gittin	18a	Gittin 18a:10	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 5 1	Horayot	12a	Horayot 12a:19	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 5 4	Horayot	12b	Horayot 12b:11	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 5 1	Megillah	9b	Megillah 9b:10	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 5 6	Menachot	102b	Menachot 102b:1	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 5 3	Menachot	51b	Menachot 51b:3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 5 2	Pesachim	98a	Pesachim 98a:12	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 5 5	Rosh Hashanah	9b	Rosh Hashanah 9b:2	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 5 5	Sanhedrin	4b	Sanhedrin 4b:9	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 5 2	Temurah	19a	Temurah 19a:2	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 5 1	Yoma	72b	Yoma 72b:21-73a:1	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 5 9	Zevachim	102a	Zevachim 102a:21	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 5 6-7	Zevachim	10a	Zevachim 10a:17-18	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 5 6	Zevachim	2a	Zevachim 2a:2	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 5 5	Zevachim	38a	Zevachim 38a:8	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 5 5	Zevachim	39b	Zevachim 39b:3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 6 1	Meilah	5a	Meilah 5a:10-11	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 6 5	Menachot	7b	Menachot 7b:15	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 6 11	Menachot	82a	Menachot 82a:10	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 6 11	Menachot	83b	Menachot 83b:1	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 6 11	Pesachim	70b	Pesachim 70b:6	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 6 1	Pesachim	83a	Pesachim 83a:10	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 6 7	Rosh Hashanah	9b	Rosh Hashanah 9b:2	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 6 1	Zevachim	120a	Zevachim 120a:16	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 6 2	Zevachim	120a	Zevachim 120a:17-120b:1	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 6 5	Zevachim	38b	Zevachim 38b:12	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 6 4	Zevachim	49a	Zevachim 49a:5	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 6 5	Zevachim	49a	Zevachim 49a:5	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 6 11	Zevachim	7b	Zevachim 7b:16	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 6 1	Zevachim	93a	Zevachim 93a:12-13	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 6 4	Zevachim	93a	Zevachim 93a:16	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 6 5	Zevachim	93a	Zevachim 93a:15	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 6 6	Zevachim	93b	Zevachim 93b:18-19	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 6 3	Zevachim	94a	Zevachim 94a:5	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 6 8	Zevachim	94b	Zevachim 94b:13-14	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 6 11	Zevachim	9a	Zevachim 9a:23	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 7 4	Meilah	5a	Meilah 5a:10-11	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 7 1	Menachot	51a	Menachot 51a:3-4	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 7 1	Menachot	77b	Menachot 77b:1	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 7 4	Menachot	77b	Menachot 77b:8	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 7 6-7	Menachot	77b	Menachot 77b:10-12	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 7 9	Menachot	77b	Menachot 77b:16	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 7 7	Menachot	83b	Menachot 83b:10	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 7 6	Zevachim	102a	Zevachim 102a:21	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 7 7	Zevachim	57b	Zevachim 57b:2-3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 7 8-9	Zevachim	57b	Zevachim 57b:4-5	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 7 4	Zevachim	93a	Zevachim 93a:12	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 7 1	Zevachim	95b	Zevachim 95b:4	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 7 2	Zevachim	96b	Zevachim 96b:18-97a:1	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 7 6	Zevachim	96b	Zevachim 96b:10-11	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 7 5	Zevachim	97a	Zevachim 97a:12	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 7 7	Zevachim	97a	Zevachim 97a:12	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 8 1	Bava Metzia	44a	Bava Metzia 44a:2	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 8 1	Kiddushin	42b	Kiddushin 42b:12	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 8 7	Meilah	17b	Meilah 17b:9	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 8 1	Niddah	72b	Niddah 72b:4-5	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 8 5	Pesachim	24a	Pesachim 24a:3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 8 7	Pesachim	24a	Pesachim 24a:6	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 8 7	Pesachim	3a	Pesachim 3a:3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 8 8	Pesachim	3a	Pesachim 3a:3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 8 5	Pesachim	82b	Pesachim 82b:2-3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 8 8	Pesachim	83a	Pesachim 83a:1	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 8 3	Rosh Hashanah	6a	Rosh Hashanah 6a:2	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 8 1	Yevamot	70a	Yevamot 70a:6-7	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 8 4	Yoma	44a	Yoma 44a:1	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 8 4	Yoma	53a	Yoma 53a:13	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 8 1	Zevachim	13a	Zevachim 13a:19	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 8 4	Zevachim	13a	Zevachim 13a:19	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 8 5	Zevachim	13a	Zevachim 13a:8-9	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 8 5	Zevachim	15b	Zevachim 15b:3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 8 1	Zevachim	29a	Zevachim 29a:9	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 8 2-3	Zevachim	29a	Zevachim 29a:10-11	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 8 7	Zevachim	56b	Zevachim 56b:6	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 8 8	Zevachim	56b	Zevachim 56b:6	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 8 1	Zevachim	82a	Zevachim 82a:6-7	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 8 2	Zevachim	82a	Zevachim 82a:13-14	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 8 4	Zevachim	82a	Zevachim 82a:14-15	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 8 8	Zevachim	82a	Zevachim 82a:11	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 9 2	Chagigah	24a	Chagigah 24a:5	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Mechilta d'Miluim 1 9	Horayot	11b	Horayot 11b:8	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Mechilta d'Miluim 1 9	Keritot	5b	Keritot 5b:1-2	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 9 8	Menachot	25b	Menachot 25b:6-7	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 9 9	Menachot	25b	Menachot 25b:13	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 9 4	Niddah	40b	Niddah 40b:2-3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 9 2	Pesachim	18b	Pesachim 18b:14-16	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 9 7	Pesachim	84b	Pesachim 84b:16-18	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 9 2	Sotah	29b	Sotah 29b:9-11	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 9 2	Sotah	46a	Sotah 46a:16	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 9 1	Zevachim	103a	Zevachim 103a:4	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 9 2	Zevachim	103a	Zevachim 103a:20-103b:2	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 9 3	Zevachim	103b	Zevachim 103b:2	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 9 4	Zevachim	103b	Zevachim 103b:4-6	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 9 5	Zevachim	103b	Zevachim 103b:7-8	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 9 4	Zevachim	109a	Zevachim 109a:6	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 9 4	Zevachim	26a	Zevachim 26a:22	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 9 4	Zevachim	27b	Zevachim 27b:4	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 9 4	Zevachim	84a	Zevachim 84a:6	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 8	Chullin	91b	Chullin 91b:5	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 1	Horayot	8a	Horayot 8a:14	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 3	Horayot	8a	Horayot 8a:14	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Section 1 7	Horayot	8a	Horayot 8a:14	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 10	Keritot	15a	Keritot 15a:6-7	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 11	Keritot	15a	Keritot 15a:6-7	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 13	Keritot	15a	Keritot 15a:6	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 8	Keritot	15a	Keritot 15a:16	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 8	Keritot	15a	Keritot 15a:6	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 9	Keritot	15a	Keritot 15a:28-15b:2	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 10	Keritot	15b	Keritot 15b:17-18	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 10	Keritot	15b	Keritot 15b:9-10	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 11	Keritot	15b	Keritot 15b:17-18	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 11	Keritot	15b	Keritot 15b:9-10	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 12	Keritot	15b	Keritot 15b:13-15	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 13	Keritot	15b	Keritot 15b:11	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 13	Keritot	15b	Keritot 15b:19	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 8	Keritot	15b	Keritot 15b:11	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 8	Keritot	15b	Keritot 15b:19	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 10	Keritot	16a	Keritot 16a:8-9	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 11	Keritot	16a	Keritot 16a:8-9	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 13	Keritot	16a	Keritot 16a:8	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 8	Keritot	16a	Keritot 16a:8-9	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 7	Keritot	16b	Keritot 16b:4	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 10	Keritot	17a	Keritot 17a:20	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 11	Keritot	17a	Keritot 17a:20	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 13	Keritot	17a	Keritot 17a:20-21	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 8	Keritot	17a	Keritot 17a:20	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 1	Keritot	22b	Keritot 22b:4-5	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 3	Keritot	22b	Keritot 22b:4-5	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Section 1 7	Keritot	22b	Keritot 22b:4-5	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 13	Keritot	9a	Keritot 9a:29	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 8	Keritot	9a	Keritot 9a:29	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 10	Makkot	14a	Makkot 14a:7-8	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 11	Makkot	14a	Makkot 14a:7	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 8	Makkot	14a	Makkot 14a:7	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Section 1 13	Nedarim	46a	Nedarim 46a:4	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Section 1 12	Niddah	45a	Niddah 45a	unknown
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 13	Pesachim	32a	Pesachim 32a:10	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 2	Sanhedrin	35b	Sanhedrin 35b:9	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Section 1 8	Sanhedrin	54b	Sanhedrin 54b:19	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Section 1 9	Sanhedrin	75a	Sanhedrin 75a:16	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 3	Sanhedrin	84b	Sanhedrin 84b:1	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 1	Sanhedrin	87a	Sanhedrin 87a:7	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 3	Sanhedrin	87a	Sanhedrin 87a:7	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Section 1 7	Sanhedrin	87a	Sanhedrin 87a:7	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 4	Shabbat	103a	Shabbat 103a:8	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 6	Shabbat	103a	Shabbat 103a:12-13	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Section 1 11	Shabbat	45a	Shabbat 45a	unknown
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 7	Shabbat	67b	Shabbat 67b:17	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 1	Shabbat	69a	Shabbat 69a:1	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 3	Shabbat	69a	Shabbat 69a:1	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Section 1 7	Shabbat	69a	Shabbat 69a:1	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 13	Shevuot	28b	Shevuot 28b:10	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 8	Shevuot	28b	Shevuot 28b:10	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 2	Yevamot	6b	Yevamot 6b:9	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 1	Yevamot	9a	Yevamot 9a:1	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 3	Yevamot	9a	Yevamot 9a:1	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Section 1 7	Yevamot	9a	Yevamot 9a:1	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 1	Zevachim	48a	Zevachim 48a:9	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 1 3	Zevachim	48a	Zevachim 48a:9	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Section 1 7	Zevachim	48a	Zevachim 48a:9	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Section 1 6	Zevachim	91a	Zevachim 91a:8-9	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Section 10 9-10	Keritot	27b	Keritot 27b:12-13	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 10 10	Keritot	28a	Keritot 28a:27-28	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 10 9	Keritot	28a	Keritot 28a:27	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 10 9	Pesachim	57b	Pesachim 57b:2	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 10 1	Yevamot	87b	Yevamot 87b:19	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 10 4-5	Yoma	57b	Yoma 57b:9-10	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 10 4-5	Zevachim	34b	Zevachim 34b:7-8	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Section 11 5	Keritot	18b	Keritot 18b:16	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Section 11 1	Meilah	18a	Meilah 18a:13-14	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Section 11 2	Meilah	18b	Meilah 18b:2-4	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Section 11 5	Meilah	18b	Meilah 18b:10	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Section 11 6	Meilah	18b	Meilah 18b:7-8	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Section 11 7	Meilah	19a	Meilah 19a:2-3	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Section 11 6	Meilah	20a	Meilah 20a:3	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 11 1	Meilah	6b	Meilah 6b:4-5	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 11 1	Meilah	7a	Meilah 7a:12	mesorat hashas
Vayikra	Lev 4–5 (approx)	Sifra, Vayikra Dibbura d'Chovah, Chapter 11 7	Menachot	77b	Menachot 77b:10-11	mesorat hashas
