parasha	lev_range_approx	sifra	tractate	daf	talmud_full	connection
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Chapter 12 1	Arakhin	3a	Arakhin 3a:11	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Chapter 12 10	Bekhorot	34b	Bekhorot 34b:1-2	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Chapter 12 11	Bekhorot	34b	Bekhorot 34b:1-2	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Chapter 12 14	Berakhot	25a	Berakhot 25a:10	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Chapter 12 5-6	Moed Katan	15a	Moed Katan 15a:7-8	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Chapter 14 8	Bekhorot	8a	Bekhorot 8a:5-6	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Chapter 2 2	Bava Metzia	86a	Bava Metzia 86a:6	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Chapter 2 10	Bekhorot	34b	Bekhorot 34b:1-2	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Chapter 2 2	Ketubot	75b	Ketubot 75b:5	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Chapter 2 9	Kiddushin	25a	Kiddushin 25a:5	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Chapter 2 2	Nazir	65b	Nazir 65b:6	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Chapter 2 2	Niddah	19a	Niddah 19a:10-11	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Chapter 2 2	Sanhedrin	87b	Sanhedrin 87b:14	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Section 2 5	Shevuot	6a	Shevuot 6a:10	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Section 2 6	Shevuot	6a	Shevuot 6a:3-4	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Section 2 6	Zevachim	88b	Zevachim 88b:4	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Chapter 2* 1	Bekhorot	8a	Bekhorot 8a:5-6	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Chapter 2* 17	Menachot	21b	Menachot 21b:10-11	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Chapter 2* 3	Sanhedrin	34b	Sanhedrin 34b:16	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Chapter 5 2	Bekhorot	34b	Bekhorot 34b:10	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Section 5 1-2	Meilah	15b	Meilah 15b:11	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Chapter 5 2	Moed Katan	7b	Moed Katan 7b:10	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Chapter 6 6	Chullin	8a	Chullin 8a:4	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Chapter 9 1	Bekhorot	8a	Bekhorot 8a:5-6	mesorat hashas
Tazria	Lev 13	Sifra, Tazria Parashat Nega'im, Chapter 9 9	Niddah	73a	Niddah 73a:12-13	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 1 5	Chullin	84b	Chullin 84b:6	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 1 8	Makkot	14b	Makkot 14b:15	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Section 1 14	Niddah	35b	Niddah 35b:27-28	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Section 1 13	Niddah	37b	Niddah 37b:6	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Section 1 14	Niddah	37b	Niddah 37b:3-4	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Section 1 5	Pesachim	27b	Pesachim 27b:9	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 1 3	Pesachim	4a	Pesachim 4a:6	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 1 5	Pesachim	95b	Pesachim 95b:4	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 1 3	Sanhedrin	35b	Sanhedrin 35b:9	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 1 8	Shabbat	107b	Shabbat 107b:6	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 1 3	Shabbat	132a	Shabbat 132a:22	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 1 4	Shabbat	132b	Shabbat 132b:4	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 1 5	Shabbat	134b	Shabbat 134b:23-135a:2	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Section 1 5	Sukkah	36b	Sukkah 36b:11	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 1 3	Yevamot	6b	Yevamot 6b:9	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 1 1	Yevamot	72b	Yevamot 72b:5	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 1 8	Yevamot	75a	Yevamot 75a:10-11	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 1 3	Yoma	28b	Yoma 28b:4	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 1 5	Yoma	46a	Yoma 46a:11	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 1 5	Yoma	51a	Yoma 51a:6	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 1 8	Zevachim	33b	Zevachim 33b:7-8	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 2 4	Niddah	38b	Niddah 38b:9-10	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 2 2	Sanhedrin	4a	Sanhedrin 4a:4-5	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 3 6	Bava Batra	166a	Bava Batra 166a:6-166b:1	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 3 1	Keritot	7b	Keritot 7b:22-23	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 3 6	Keritot	8a	Keritot 8a:15	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 3 6	Keritot	9b	Keritot 9b:16-18	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 3 6	Niddah	19a	Niddah 19a:2	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 3 1	Niddah	72a	Niddah 72a:9-10	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 3 1	Pesachim	3a	Pesachim 3a:2	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 3 6	Yevamot	96b	Yevamot 96b:2	mesorat hashas
Tazria	Lev 12	Sifra, Tazria Parashat Yoledet, Chapter 3 3	Zevachim	90a	Zevachim 90a:15	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 8	Chullin	88b	Chullin 88b:2	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 13	Meilah	10a	Meilah 10a:6	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 8	Meilah	3a	Meilah 3a:7-8	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 13	Menachot	12b	Menachot 12b:2	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 12	Menachot	19b	Menachot 19b:5	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 13	Menachot	21b	Menachot 21b:4	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 8	Menachot	25b	Menachot 25b:12-13	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 13	Menachot	26b	Menachot 26b:13	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 12	Menachot	8b	Menachot 8b:4	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 7	Niddah	40a	Niddah 40a:19-40b:3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 8	Niddah	40b	Niddah 40b:6-41a:1	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 2	Sanhedrin	34a	Sanhedrin 34a:18-34b:1	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 5	Sanhedrin	34a	Sanhedrin 34a:14	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 6	Sanhedrin	34a	Sanhedrin 34a:17	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 13	Shevuot	11a	Shevuot 11a:5	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 8	Yoma	42b	Yoma 42b:5	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 16	Yoma	45b	Yoma 45b:4-7	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 7	Zevachim	109a	Zevachim 109a:6	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 13	Zevachim	109b	Zevachim 109b:4	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 7	Zevachim	26a	Zevachim 26a:22	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 7	Zevachim	27b	Zevachim 27b:3-4	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 8	Zevachim	27b	Zevachim 27b:6	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 8	Zevachim	39b	Zevachim 39b:2	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 13	Zevachim	42a	Zevachim 42a:4	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 13	Zevachim	43a	Zevachim 43a:6	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 10	Zevachim	83a	Zevachim 83a:19	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 5	Zevachim	83a	Zevachim 83a:16	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 2	Zevachim	83b	Zevachim 83b:12	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 7	Zevachim	84a	Zevachim 84a:6	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 8	Zevachim	84a	Zevachim 84a:8	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 9	Zevachim	84a	Zevachim 84a:7	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 11	Zevachim	86a	Zevachim 86a:14	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 1 12	Zevachim	88a	Zevachim 88a:5	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 10 11	Keritot	20b	Keritot 20b:9-10	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 10 5-6	Kiddushin	53a	Kiddushin 53a:2-3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 10 9	Kiddushin	61a	Kiddushin 61a:3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 10 1	Menachot	57a	Menachot 57a:9-10	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 10 3	Menachot	57a	Menachot 57a:9-10	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 10 9	Menachot	58a	Menachot 58a:15	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 10 1	Menachot	63a	Menachot 63a:8-9	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 10 3	Menachot	72b	Menachot 72b:28-73a:1	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 10 6-7	Menachot	72b	Menachot 72b:28-73a:2	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 10 4-5	Menachot	73a	Menachot 73a:2-3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 10 9	Pesachim	43b	Pesachim 43b:5	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 11 1	Bava Kamma	62b	Bava Kamma 62b:7	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 11 1-2	Chagigah	16b	Chagigah 16b:15	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 11 1-2	Eruvin	96b	Eruvin 96b:7	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 11 1-2	Kiddushin	36a	Kiddushin 36a:16	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 11 1-2	Menachot	61b	Menachot 61b:7	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 11 3	Menachot	61b	Menachot 61b:11-12	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 11 7	Menachot	62a	Menachot 62a:20	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 11 9	Menachot	62a	Menachot 62a:20	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 11 6	Menachot	62b	Menachot 62b:8	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 11 8	Menachot	62b	Menachot 62b:7	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 11 10	Menachot	78b	Menachot 78b:11	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 11 1	Menachot	79b	Menachot 79b:13	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 11 2	Menachot	79b	Menachot 79b:12	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 11 4	Menachot	89a	Menachot 89a:3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 11 6	Menachot	89a	Menachot 89a:7	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 11 1	Menachot	94a	Menachot 94a:1	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 11 6	Niddah	72b	Niddah 72b:15	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 11 1	Pesachim	97a	Pesachim 97a:7	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 11 1	Temurah	18b	Temurah 18b:11-12	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 11 2	Temurah	18b	Temurah 18b:13	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 11 1	Temurah	22b	Temurah 22b:17	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 11 1	Temurah	23a	Temurah 23a:4	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 11 1	Temurah	28b	Temurah 28b:6	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 11 1	Zevachim	111b	Zevachim 111b:17	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 12 15	Beitzah	33a	Beitzah 33a:9	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 12 15	Ketubot	17a	Ketubot 17a:3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 12 13	Pesachim	3a	Pesachim 3a:3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 12 14	Pesachim	3a	Pesachim 3a:3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 12 1	Zevachim	36a	Zevachim 36a:5-6	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 12 14	Zevachim	56b	Zevachim 56b:6	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 13 4	Kiddushin	4a	Kiddushin 4a:6	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 13 5	Meilah	10a	Meilah 10a:6	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 13 5	Menachot	12b	Menachot 12b:2	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 13 7-8	Menachot	14a	Menachot 14a:10-11	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 13 5	Menachot	21b	Menachot 21b:4	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 13 5	Menachot	26b	Menachot 26b:13	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 13 3	Niddah	40b	Niddah 40b:2-3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 13 5	Shevuot	11a	Shevuot 11a:5	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 13 4	Yevamot	70a	Yevamot 70a:6-7	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 13 3	Zevachim	109a	Zevachim 109a:6	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 13 5	Zevachim	109b	Zevachim 109b:4	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 13 3	Zevachim	26a	Zevachim 26a:22	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 13 3	Zevachim	27b	Zevachim 27b:4	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 13 5	Zevachim	42a	Zevachim 42a:4	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 13 5	Zevachim	43a	Zevachim 43a:6	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 13 4	Zevachim	44a	Zevachim 44a:5-6	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 13 5	Zevachim	44a	Zevachim 44a:9	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 13 7-8	Zevachim	44b	Zevachim 44b:12-13	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 13 3	Zevachim	84a	Zevachim 84a:11	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 14 1	Bekhorot	33a	Bekhorot 33a:10	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 14 1	Menachot	25b	Menachot 25b:7-8	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 14 2	Menachot	95b	Menachot 95b:1	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 14 2	Pesachim	67b	Pesachim 67b:8	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 14 1	Pesachim	95b	Pesachim 95b:10	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 14 2	Pesachim	95b	Pesachim 95b:14	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 15 4	Meilah	10b	Meilah 10b:2-3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 15 5	Meilah	10b	Meilah 10b:4-5	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 15 4	Shevuot	11a	Shevuot 11a:5	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 15 4	Zevachim	109a	Zevachim 109a:4	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 15 2	Zevachim	43b	Zevachim 43b:12	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 15 3	Zevachim	44a	Zevachim 44a:5-6	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 15 4	Zevachim	45b	Zevachim 45b:8	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 16 9	Chullin	132b	Chullin 132b:16-133a:1	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 16 9	Menachot	18b	Menachot 18b:6	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 16 3	Menachot	61a	Menachot 61a:7	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 16 6	Menachot	62a	Menachot 62a:20	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 16 5	Yoma	9b	Yoma 9b:2	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 16 7	Zevachim	102b	Zevachim 102b:7	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 16 7	Zevachim	98b	Zevachim 98b:10	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 16 8	Zevachim	98b	Zevachim 98b:10	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 17 6	Chullin	130a	Chullin 130a:2	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 17 1	Zevachim	102b	Zevachim 102b:9-11	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 17 2	Zevachim	102b	Zevachim 102b:14-15	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 17 3-4	Zevachim	102b	Zevachim 102b:20-21	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 18 7	Bava Kamma	81b	Bava Kamma 81b:22	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 18 7	Pesachim	73b	Pesachim 73b:12	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 18 7	Yoma	44b	Yoma 44b:13	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 18 5	Zevachim	7b	Zevachim 7b:20	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 18 7	Zevachim	7b	Zevachim 7b:20	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 2 10	Bava Kamma	111a	Bava Kamma 111a:13	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 2 4	Menachot	19b	Menachot 19b:9-10	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 2 5	Menachot	24a	Menachot 24a:9	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 2 10	Menachot	49a	Menachot 49a:24	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 2 3	Menachot	74a	Menachot 74a:1	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 2 10	Pesachim	58b	Pesachim 58b:11	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 2 4	Sotah	14b	Sotah 14b:13	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 2 4	Tamid	28b	Tamid 28b:8-9	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 2 10	Yevamot	39b	Yevamot 39b:18	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 2 9	Yevamot	39b	Yevamot 39b:18	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 2 1	Yoma	12a	Yoma 12a:10	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 2 1	Yoma	23b	Yoma 23b:13-14	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 2 6	Yoma	23b	Yoma 23b:4-5	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 2 10	Yoma	33b	Yoma 33b:13-34a:1	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 2 8	Yoma	33b	Yoma 33b:12	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 2 4	Yoma	45a	Yoma 45a:15-45b:1	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 2 7	Yoma	45a	Yoma 45a:11	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 2 1	Yoma	69a	Yoma 69a:4	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 2 1	Yoma	6a	Yoma 6a:1	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 2 9	Zevachim	109a	Zevachim 109a:3	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 2 1	Zevachim	18b	Zevachim 18b:13	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 2 4	Zevachim	63b	Zevachim 63b:4-5	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 2 5	Zevachim	63b	Zevachim 63b:6-7	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 3 3	Chullin	21b	Chullin 21b:1-2	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 3 4	Menachot	2b	Menachot 2b:11-12	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 3 6	Menachot	50b	Menachot 50b:8	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 3 7	Menachot	50b	Menachot 50b:7-8	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 3 8	Menachot	50b	Menachot 50b:8	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 3 9	Menachot	50b	Menachot 50b:5	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 3 1	Menachot	51b	Menachot 51b:7	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Section 3 2	Menachot	51b	Menachot 51b:8	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 3 1	Menachot	55b	Menachot 55b:1-2	mesorat hashas
Tzav	Lev 6–8 (approx)	Sifra, Tzav, Chapter 3 1	Menachot	56a	Menachot 56a:17	mesorat hashas
