Citation 1,Citation 2,Conection Type,Text 1,Text 2,Category 1,Category 2
Zevachim 78a:5,Rashi on Zevachim 78a:5:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78a:5,Rashi on Zevachim 78a:5:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78a:5,Tosafot on Zevachim 78a:5:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 78a:5,Steinsaltz on Zevachim 78a:5,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 78a:6,Rashi on Zevachim 78a:6:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78a:6,Rashi on Zevachim 78a:6:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78a:6,Steinsaltz on Zevachim 78a:6,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 78a:6,Mekhilta DeRabbi Shimon Bar Yochai 22:26,mesorat hashas,Zevachim,Mekhilta DeRabbi Shimon Bar Yochai,Talmud,Midrash
Zevachim 78a:7,Rashi on Zevachim 78a:7:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78a:7,Tosafot on Zevachim 78a:7:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 78a:7,Numbers 15:17-21,,Zevachim,Numbers,Talmud,Tanakh
Zevachim 78a:7,Steinsaltz on Zevachim 78a:7,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 78a:7,"Mishneh Torah, First Fruits and other Gifts to Priests Outside the Sanctuary 6:11",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, First Fruits and other Gifts to Priests Outside the Sanctuary",Talmud,Halakhah
Zevachim 78a:7,"Tur, Yoreh Deah 324",ein mishpat / ner mitsvah,Zevachim,"Tur, Yoreh Deah",Talmud,Halakhah
Zevachim 78a:7,"Shulchan Arukh, Yoreh De'ah 324:9",ein mishpat / ner mitsvah,Zevachim,"Shulchan Arukh, Yoreh De'ah",Talmud,Halakhah
Zevachim 78a:8,Steinsaltz on Zevachim 78a:8,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 78a:8,"Mishneh Torah, Leavened and Unleavened Bread 6:5",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Leavened and Unleavened Bread",Talmud,Halakhah
Zevachim 78a:8,"Tur, Orach Chaim 453",ein mishpat / ner mitsvah,Zevachim,"Tur, Orach Chaim",Talmud,Halakhah
Zevachim 78a:8,"Shulchan Arukh, Orach Chayim 453:2",ein mishpat / ner mitsvah,Zevachim,"Shulchan Arukh, Orach Chayim",Talmud,Halakhah
Zevachim 78b:1,Rashi on Zevachim 78b:1:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78b:1,Tosafot on Zevachim 78b:1:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 78b:1,Steinsaltz on Zevachim 78b:1,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 78b:10,Rashi on Zevachim 78b:10:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78b:10,Rashi on Zevachim 78b:10:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78b:10,Steinsaltz on Zevachim 78b:10,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 78b:11,Steinsaltz on Zevachim 78b:11,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 78b:2,Rashi on Zevachim 78b:2:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78b:2,Rashi on Zevachim 78b:2:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78b:2,Tosafot on Zevachim 78b:2:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 78b:2,Tosafot on Zevachim 78b:2:2,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 78b:2,Steinsaltz on Zevachim 78b:2,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 78b:3,Rashi on Zevachim 78b:3:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78b:3,Steinsaltz on Zevachim 78b:3,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 78b:4,Rashi on Zevachim 78b:4:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78b:4,Steinsaltz on Zevachim 78b:4,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 78b:5,Steinsaltz on Zevachim 78b:5,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 78b:6,Rashi on Zevachim 78b:6:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78b:6,Rashi on Zevachim 78b:6:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78b:6,Rashi on Zevachim 78b:6:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78b:6,Rashi on Zevachim 78b:6:4,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78b:6,Tosafot on Zevachim 78b:6:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 78b:6,Steinsaltz on Zevachim 78b:6,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 78b:6,"Mishneh Torah, Immersion Pools 3:19",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Immersion Pools",Talmud,Halakhah
Zevachim 78b:7,Rashi on Zevachim 78b:7:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78b:7,Rashi on Zevachim 78b:7:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78b:7,Rashi on Zevachim 78b:7:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78b:7,Rashi on Zevachim 78b:7:4,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78b:7,Tosafot on Zevachim 78b:7:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 78b:7,Steinsaltz on Zevachim 78b:7,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 78b:7,"Mishneh Torah, Immersion Pools 3:18",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Immersion Pools",Talmud,Halakhah
Zevachim 78b:8,Rashi on Zevachim 78b:8:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78b:8,Steinsaltz on Zevachim 78b:8,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 78b:8,"Mishneh Torah, Immersion Pools 3:18",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Immersion Pools",Talmud,Halakhah
Zevachim 78b:9,Rashi on Zevachim 78b:9:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78b:9,Rashi on Zevachim 78b:9:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 78b:9,Steinsaltz on Zevachim 78b:9,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 78b:9,"Mishneh Torah, Immersion Pools 3:18",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Immersion Pools",Talmud,Halakhah
Zevachim 79a:1,Rashi on Zevachim 79a:1:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79a:1,Rashi on Zevachim 79a:1:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79a:1,Rashi on Zevachim 79a:1:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79a:1,Rashi on Zevachim 79a:1:4,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79a:1,Tosafot on Zevachim 79a:1:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 79a:1,Tosafot on Zevachim 79a:1:2,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 79a:1,Tosafot on Zevachim 79a:1:3,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 79a:1,Steinsaltz on Zevachim 79a:1,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 79a:2,Rashi on Zevachim 79a:2:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79a:2,Rashi on Zevachim 79a:2:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79a:2,Rashi on Zevachim 79a:2:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79a:2,Tosafot on Zevachim 79a:2:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 79a:2,Steinsaltz on Zevachim 79a:2,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 79a:2,"Mishneh Torah, Immersion Pools 3:19",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Immersion Pools",Talmud,Halakhah
Zevachim 79a:3,Rashi on Zevachim 79a:3:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79a:3,Steinsaltz on Zevachim 79a:3,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 79a:4,Rashi on Zevachim 79a:4:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79a:4,Tosafot on Zevachim 79a:4:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 79a:4,Steinsaltz on Zevachim 79a:4,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 79a:4,"Mishneh Torah, Forbidden Foods 15:1",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Forbidden Foods",Talmud,Halakhah
Zevachim 79a:4,"Sefer Mitzvot Gadol, Negative Commandments 138",ein mishpat / ner mitsvah,Zevachim,"Sefer Mitzvot Gadol, Negative Commandments",Talmud,Halakhah
Zevachim 79a:4,"Tur, Yoreh Deah 98",ein mishpat / ner mitsvah,Zevachim,"Tur, Yoreh Deah",Talmud,Halakhah
Zevachim 79a:4,"Shulchan Arukh, Yoreh De'ah 98:1",ein mishpat / ner mitsvah,Zevachim,"Shulchan Arukh, Yoreh De'ah",Talmud,Halakhah
Zevachim 79a:4,"Mishneh Torah, Immersion Pools 7:1",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Immersion Pools",Talmud,Halakhah
Zevachim 79a:5,Rashi on Zevachim 79a:5:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79a:5,Rashi on Zevachim 79a:5:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79a:5,Steinsaltz on Zevachim 79a:5,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 79a:5,"Mishneh Torah, Sacrifices Rendered Unfit 18:20",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Sacrifices Rendered Unfit",Talmud,Halakhah
Zevachim 79a:6,Rashi on Zevachim 79a:6:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79a:6,Tosafot on Zevachim 79a:6:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 79a:6,Numbers 9:11,,Zevachim,Numbers,Talmud,Tanakh
Zevachim 79a:6,Steinsaltz on Zevachim 79a:6,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 79a:6,"Mishneh Torah, Leavened and Unleavened Bread 8:8",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Leavened and Unleavened Bread",Talmud,Halakhah
Zevachim 79a:6,"Tur, Orach Chaim 475",ein mishpat / ner mitsvah,Zevachim,"Tur, Orach Chaim",Talmud,Halakhah
Zevachim 79a:6,"Shulchan Arukh, Orach Chayim 475:1",ein mishpat / ner mitsvah,Zevachim,"Shulchan Arukh, Orach Chayim",Talmud,Halakhah
Zevachim 79b:1,Rashi on Zevachim 79b:1:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:1,Rashi on Zevachim 79b:1:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:1,Rashi on Zevachim 79b:1:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:1,Tosafot on Zevachim 79b:1:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 79b:1,Steinsaltz on Zevachim 79b:1,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 79b:1,"Mishneh Torah, Those Who Defile Bed or Seat 2:8",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Those Who Defile Bed or Seat",Talmud,Halakhah
Zevachim 79b:1-2,Tosefta Terumot 10:13,mesorat hashas,Zevachim,Tosefta Terumot,Talmud,Tanaitic
Zevachim 79b:1-2,Tosefta Tahorot 5:3,mesorat hashas,Zevachim,Tosefta Tahorot,Talmud,Tanaitic
Zevachim 79b:10,Rashi on Zevachim 79b:10:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:10,Steinsaltz on Zevachim 79b:10,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 79b:11,Rashi on Zevachim 79b:11:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:11,Rashi on Zevachim 79b:11:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:11,Steinsaltz on Zevachim 79b:11,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 79b:11,"Mishneh Torah, Sacrifices Rendered Unfit 2:23",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Sacrifices Rendered Unfit",Talmud,Halakhah
Zevachim 79b:11,Tosefta Zevahim 8:7,mesorat hashas,Zevachim,Tosefta Zevahim,Talmud,Tanaitic
Zevachim 79b:11-12,Tosefta Zevahim 8:8,mesorat hashas,Zevachim,Tosefta Zevahim,Talmud,Tanaitic
Zevachim 79b:12,Rashi on Zevachim 79b:12:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:12,Rashi on Zevachim 79b:12:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:12,Rashi on Zevachim 79b:12:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:12,Rashi on Zevachim 79b:12:4,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:12,Rashi on Zevachim 79b:12:5,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:12,Rashi on Zevachim 79b:12:6,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:12,Steinsaltz on Zevachim 79b:12,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 79b:12,"Mishneh Torah, Sacrifices Rendered Unfit 2:11",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Sacrifices Rendered Unfit",Talmud,Halakhah
Zevachim 79b:12,"Mishneh Torah, Sacrifices Rendered Unfit 2:12",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Sacrifices Rendered Unfit",Talmud,Halakhah
Zevachim 79b:2,Rashi on Zevachim 79b:2:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:2,Rashi on Zevachim 79b:2:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:2,Tosafot on Zevachim 79b:2:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 79b:2,Steinsaltz on Zevachim 79b:2,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 79b:2,"Mishneh Torah, Those Who Defile Bed or Seat 2:8",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Those Who Defile Bed or Seat",Talmud,Halakhah
Zevachim 79b:3,Rashi on Zevachim 79b:3:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:3,Rashi on Zevachim 79b:3:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:3,Rashi on Zevachim 79b:3:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:3,Rashi on Zevachim 79b:3:4,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:3,Tosafot on Zevachim 79b:3:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 79b:3,Steinsaltz on Zevachim 79b:3,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 79b:3,"Mishneh Torah, Those Who Defile Bed or Seat 2:2",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Those Who Defile Bed or Seat",Talmud,Halakhah
Zevachim 79b:3,Tosefta Tahorot 4:6,mesorat hashas,Zevachim,Tosefta Tahorot,Talmud,Tanaitic
Zevachim 79b:4,Rashi on Zevachim 79b:4:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:4,Steinsaltz on Zevachim 79b:4,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 79b:4,"Otzar Laazei Rashi, Talmud, Zevachim 25",commentary,Zevachim,"Otzar Laazei Rashi, Talmud, Zevachim",Talmud,Reference
Zevachim 79b:5,Tosafot on Zevachim 79b:5:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 79b:5,Steinsaltz on Zevachim 79b:5,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 79b:6,Rashi on Zevachim 79b:6:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:6,Rashi on Zevachim 79b:6:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:6,Tosafot on Zevachim 79b:6:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 79b:6,Steinsaltz on Zevachim 79b:6,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 79b:6,Chullin 134a:6-7,mesorat hashas,Zevachim,Chullin,Talmud,Talmud
Zevachim 79b:7,Tosafot on Zevachim 79b:7:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 79b:7,Steinsaltz on Zevachim 79b:7,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 79b:7,Rashi on Zevachim 79b:7:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:7,Rashi on Zevachim 79b:7:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:8,Steinsaltz on Zevachim 79b:8,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 79b:9,Rashi on Zevachim 79b:9:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 79b:9,Steinsaltz on Zevachim 79b:9,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 7a:1,Rashi on Zevachim 7a:1:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7a:1,Steinsaltz on Zevachim 7a:1,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 7a:1,"Mishneh Torah, Sheqel Dues 4:11",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Sheqel Dues",Talmud,Halakhah
Zevachim 7a:10,Steinsaltz on Zevachim 7a:10,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 7a:11,Steinsaltz on Zevachim 7a:11,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 7a:11,"Mishneh Torah, Sacrifices Rendered Unfit 15:7",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Sacrifices Rendered Unfit",Talmud,Halakhah
Zevachim 7a:11,"Mishneh Torah, Sacrifices Rendered Unfit 15:8",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Sacrifices Rendered Unfit",Talmud,Halakhah
Zevachim 7a:12,Rashi on Zevachim 7a:12:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7a:12,Tosafot on Zevachim 7a:12:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 7a:12,Steinsaltz on Zevachim 7a:12,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 7a:13,Leviticus 4:33,,Zevachim,Leviticus,Talmud,Tanakh
Zevachim 7a:13,Steinsaltz on Zevachim 7a:13,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 7a:14,Rashi on Zevachim 7a:14:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7a:14,Rashi on Zevachim 7a:14:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7a:14,Rashi on Zevachim 7a:14:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7a:14,Tosafot on Zevachim 7a:14:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 7a:14,Steinsaltz on Zevachim 7a:14,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 7a:14,Zevachim 9b:22,mesorat hashas,Zevachim,Zevachim,Talmud,Talmud
Zevachim 7a:15,Leviticus 4:26,,Zevachim,Leviticus,Talmud,Tanakh
Zevachim 7a:15,Steinsaltz on Zevachim 7a:15,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 7a:16,Rashi on Zevachim 7a:16:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7a:16,Tosafot on Zevachim 7a:16:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 7a:16,Steinsaltz on Zevachim 7a:16,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 7a:16,"Mishneh Torah, Sacrifices Rendered Unfit 15:9",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Sacrifices Rendered Unfit",Talmud,Halakhah
Zevachim 7a:16,"Mishneh Torah, Sacrifices Rendered Unfit 15:14",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Sacrifices Rendered Unfit",Talmud,Halakhah
Zevachim 7a:17,Rashi on Zevachim 7a:17:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7a:17,Tosafot on Zevachim 7a:17:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 7a:17,Steinsaltz on Zevachim 7a:17,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 7a:18,Rashi on Zevachim 7a:18:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7a:18,Rashi on Zevachim 7a:18:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7a:18,Steinsaltz on Zevachim 7a:18,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 7a:2,Rashi on Zevachim 7a:2:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7a:2,Rashi on Zevachim 7a:2:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7a:2,Steinsaltz on Zevachim 7a:2,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 7a:3,Rashi on Zevachim 7a:3:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7a:3,Steinsaltz on Zevachim 7a:3,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 7a:4,Rashi on Zevachim 7a:4:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7a:4,Tosafot on Zevachim 7a:4:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 7a:4,Steinsaltz on Zevachim 7a:4,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 7a:5,Rashi on Zevachim 7a:5:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7a:5,Rashi on Zevachim 7a:5:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7a:5,Rashi on Zevachim 7a:5:3,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7a:5,Tosafot on Zevachim 7a:5:1,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 7a:5,Tosafot on Zevachim 7a:5:2,commentary,Zevachim,Tosafot on Zevachim,Talmud,Talmud
Zevachim 7a:5,Steinsaltz on Zevachim 7a:5,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 7a:6,Rashi on Zevachim 7a:6:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7a:6,Steinsaltz on Zevachim 7a:6,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 7a:7,Rashi on Zevachim 7a:7:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7a:7,Rashi on Zevachim 7a:7:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7a:7,Leviticus 7:15-16,,Zevachim,Leviticus,Talmud,Tanakh
Zevachim 7a:7,Leviticus 7:15,,Zevachim,Leviticus,Talmud,Tanakh
Zevachim 7a:7,Steinsaltz on Zevachim 7a:7,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 7a:7,"Mishneh Torah, Sacrifices Rendered Unfit 15:13",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Sacrifices Rendered Unfit",Talmud,Halakhah
Zevachim 7a:8,Steinsaltz on Zevachim 7a:8,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 7a:9,Rashi on Zevachim 7a:9:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7a:9,Steinsaltz on Zevachim 7a:9,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 7b:1,Rashi on Zevachim 7b:1:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7b:1,Rashi on Zevachim 7b:1:2,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7b:1,Steinsaltz on Zevachim 7b:1,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 7b:10,Rashi on Zevachim 7b:10:1,commentary,Zevachim,Rashi on Zevachim,Talmud,Talmud
Zevachim 7b:10,Steinsaltz on Zevachim 7b:10,commentary,Zevachim,Steinsaltz on Zevachim,Talmud,Talmud
Zevachim 7b:10,"Mishneh Torah, Sacrifices Rendered Unfit 15:1",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Sacrifices Rendered Unfit",Talmud,Halakhah
Zevachim 7b:10,"Mishneh Torah, Sacrifices Rendered Unfit 15:11",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Sacrifices Rendered Unfit",Talmud,Halakhah
Zevachim 7b:10,"Mishneh Torah, Sacrifices Rendered Unfit 15:4",ein mishpat / ner mitsvah,Zevachim,"Mishneh Torah, Sacrifices Rendered Unfit",Talmud,Halakhah
